"iso2c","year","country","RR_Independence","RR_CurrencyCrisis","RR_InflationCrisis","RR_StockMarketCrash","RR_SovDebtCrisisDom","RR_SovDebtCrisisExt","RR_BankingCrisis","RR_YearlyCrisisTally","RR_BankingCrisis1","LV_SystemCrisis"
"AM",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AM",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AM",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AM",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AM",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AM",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AM",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AM",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AO",1975,"Angola","1","0","1",NA,"0","0","0","1",1,NA
"AO",1976,"Angola","1","0","1",NA,"1","0","0","2",1,NA
"AO",1977,"Angola","1","0","1",NA,"0","0","0","1",1,NA
"AO",1978,"Angola","1","0","1",NA,"0","0","0","1",1,NA
"AO",1979,"Angola","1","0","1",NA,"0","0","0","1",1,NA
"AO",1980,"Angola","1","0","1",NA,"0","0","0","1",1,NA
"AO",1981,"Angola","1","0","0",NA,"0","0","0","0",1,NA
"AO",1982,"Angola","1","0","0",NA,"0","0","0","0",1,NA
"AO",1983,"Angola","1","0","0",NA,"0","0","0","0",1,NA
"AO",1984,"Angola","1","0","0",NA,"0","0","0","0",1,NA
"AO",1985,"Angola","1","0","0",NA,"0","1","0","1",1,NA
"AO",1986,"Angola","1","0","0",NA,"0","1","0","1",1,NA
"AO",1987,"Angola","1","0","0",NA,"0","1","0","1",1,NA
"AO",1988,"Angola","1","0","0",NA,"0","1","0","1",1,NA
"AO",1989,"Angola","1","0","0",NA,"0","1","0","1",1,NA
"AO",1990,"Angola","1","0","0",NA,"0","1","0","1",1,NA
"AO",1991,"Angola","1","1","1",NA,"0","1","0","3",2,NA
"AO",1992,"Angola","1","1","1",NA,"1","1","1","5",2,NA
"AO",1993,"Angola","1","1","1",NA,"1","1","1","5",2,NA
"AO",1994,"Angola","1","1","1",NA,"1","1","1","5",2,NA
"AO",1995,"Angola","1","2","1",NA,"1","1","1","6",2,NA
"AO",1996,"Angola","1","1","1",NA,"1","1","1","5",2,NA
"AO",1997,"Angola","1","1","1",NA,"1","1","1","5",2,NA
"AO",1998,"Angola","1","1","1",NA,"1","1","1","5",1,NA
"AO",1999,"Angola","1","2","1",NA,"1","1","0","5",1,NA
"AO",2000,"Angola","1","1","1",NA,"1","1","0","4",1,NA
"AO",2001,"Angola","1","1","1",NA,"1","1","0","4",1,NA
"AO",2002,"Angola","1","1","1",NA,"1","1","0","4",1,NA
"AO",2003,"Angola","1","1","1",NA,"0","1","0","3",1,NA
"AO",2004,"Angola","1","1","1",NA,"0","0","0","2",1,NA
"AO",2005,"Angola","1","1","1",NA,"0","0","0","2",1,NA
"AO",2006,"Angola","1","0","0",NA,"0","0","0","0",1,NA
"AO",2007,"Angola","1","0","0",NA,"0","0","0","0",1,NA
"AO",2008,"Angola","1","0","0",NA,"0","0","0","0",1,NA
"AO",2009,"Angola","1","1","0",NA,"0","0","0","1",1,NA
"AO",2010,"Angola","1","1","0",NA,"0","0","0","1",NA,NA
"AR",1816,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1817,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1818,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1819,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1820,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1821,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1822,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1823,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1824,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1825,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1826,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1827,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1828,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1829,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1830,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1831,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1832,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1833,"Argentina","1","0","1","0","0","1","0","2",1,NA
"AR",1834,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1835,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1836,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1837,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1838,"Argentina","1","0","1","0","0","1","0","2",1,NA
"AR",1839,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1840,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1841,"Argentina","1","0","1","0","0","1","0","2",1,NA
"AR",1842,"Argentina","1","0","1","0","0","1","0","2",1,NA
"AR",1843,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1844,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1845,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1846,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1847,"Argentina","1","0","1","0","0","1","0","2",1,NA
"AR",1848,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1849,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1850,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1851,"Argentina","1","0","1","0","0","1","0","2",1,NA
"AR",1852,"Argentina","1","0","1","0","0","1","0","2",1,NA
"AR",1853,"Argentina","1","0","1","0","0","1","0","2",1,NA
"AR",1854,"Argentina","1","0","1","0","0","1","0","2",1,NA
"AR",1855,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1856,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1857,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1858,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1859,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1860,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1861,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1862,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1863,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1864,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1865,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1866,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1867,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1868,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1869,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1870,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1871,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1872,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1873,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1874,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1875,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1876,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1877,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1878,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1879,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1880,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1881,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1882,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1883,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1884,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1885,"Argentina","1","1","1","0","0","0","0","2",1,NA
"AR",1886,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1887,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1888,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1889,"Argentina","1","1","0","0","0","0","0","1",2,NA
"AR",1890,"Argentina","1","1","1","0","1","1","1","5",2,NA
"AR",1891,"Argentina","1","1","0","0","1","1","1","4",1,NA
"AR",1892,"Argentina","1","0","0","0","1","1","0","2",1,NA
"AR",1893,"Argentina","1","0","0","0","1","1","0","2",1,NA
"AR",1894,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1895,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1896,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1897,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1898,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1899,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1900,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1901,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1902,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1903,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1904,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1905,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1906,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1907,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1908,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1909,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1910,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1911,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1912,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1913,"Argentina","1","0","0","0","0","0","0","0",2,NA
"AR",1914,"Argentina","1","0","0","0","0","0","1","1",1,NA
"AR",1915,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1916,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1917,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1918,"Argentina","1","0","1","0","0","0","0","1",1,NA
"AR",1919,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1920,"Argentina","1","1","0","0","0","0","0","1",1,NA
"AR",1921,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1922,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1923,"Argentina","1","1","0","0","0","0","0","1",1,NA
"AR",1924,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1925,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1926,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1927,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1928,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1929,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1930,"Argentina","1","1","0","0","0","0","0","1",2,NA
"AR",1931,"Argentina","1","1","0","0","0","0","1","2",1,NA
"AR",1932,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1933,"Argentina","1","1","0","0","0","0","0","1",2,NA
"AR",1934,"Argentina","1","0","0","0","0","0","1","1",1,NA
"AR",1935,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1936,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1937,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1938,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1939,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1940,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1941,"Argentina","1","1","0","0","0","0","0","1",1,NA
"AR",1942,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1943,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1944,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1945,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1946,"Argentina","1","1","0","0","0","0","0","1",1,NA
"AR",1947,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1948,"Argentina","1","1","0","0","0","0","0","1",1,NA
"AR",1949,"Argentina","1","1","1","1","0","0","0","3",1,NA
"AR",1950,"Argentina","1","0","1","1","0","0","0","2",1,NA
"AR",1951,"Argentina","1","1","1","1","0","1","0","4",1,NA
"AR",1952,"Argentina","1","0","0","1","0","0","0","1",1,NA
"AR",1953,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1954,"Argentina","1","1","0","0","0","0","0","1",1,NA
"AR",1955,"Argentina","1","1","0","1","0","0","0","2",1,NA
"AR",1956,"Argentina","1","0","0","1","0","1","0","2",1,NA
"AR",1957,"Argentina","1","0","1","1","0","1","0","3",1,NA
"AR",1958,"Argentina","1","1","1","0","0","1","0","3",1,NA
"AR",1959,"Argentina","1","1","1","0","0","1","0","3",1,NA
"AR",1960,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1961,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1962,"Argentina","1","1","1","0","0","1","0","3",1,NA
"AR",1963,"Argentina","1","0","0","0","0","1","0","1",1,NA
"AR",1964,"Argentina","1","1","1","0","0","1","0","3",1,NA
"AR",1965,"Argentina","1","1","1","0","0","1","0","3",1,NA
"AR",1966,"Argentina","1","0","1","0","0","0","0","1",1,NA
"AR",1967,"Argentina","1","1","1","0","0","0","0","2",1,NA
"AR",1968,"Argentina","1","0","0","0","0","0","0","0",1,NA
"AR",1969,"Argentina","1","1","0","0","0","0","0","1",1,NA
"AR",1970,"Argentina","1","1","0","1","0","0","0","2",1,NA
"AR",1971,"Argentina","1","1","1","1","0","0","0","3",1,NA
"AR",1972,"Argentina","1","0","1","1","0","0","0","2",1,NA
"AR",1973,"Argentina","1","0","1","1","0","0","0","2",1,NA
"AR",1974,"Argentina","1","1","1","0","0","0","0","2",1,NA
"AR",1975,"Argentina","1","1","1","1","0","0","0","3",1,0
"AR",1976,"Argentina","1","1","1","0","0","0","0","2",1,0
"AR",1977,"Argentina","1","1","1","1","0","0","0","3",1,0
"AR",1978,"Argentina","1","1","1","0","0","0","0","2",1,0
"AR",1979,"Argentina","1","1","1","0","0","0","0","2",2,0
"AR",1980,"Argentina","1","1","1","1","0","0","1","4",2,1
"AR",1981,"Argentina","1","1","1","1","0","0","1","4",2,1
"AR",1982,"Argentina","1","1","1","0","1","1","1","5",1,1
"AR",1983,"Argentina","1","2","1","1","0","1","0","5",1,0
"AR",1984,"Argentina","1","1","1","1","0","1","0","4",1,0
"AR",1985,"Argentina","1","2","1","0","0","1","0","4",1,0
"AR",1986,"Argentina","1","1","1","1","0","1","0","4",1,0
"AR",1987,"Argentina","1","1","1","1","0","1","0","4",1,0
"AR",1988,"Argentina","1","1","1","1","0","1","0","4",2,0
"AR",1989,"Argentina","1","1","1","0","1","1","1","5",2,1
"AR",1990,"Argentina","1","1","1","1","1","1","1","6",1,1
"AR",1991,"Argentina","1","1","1","0","0","1","0","3",1,1
"AR",1992,"Argentina","1","1","1","1","0","1","0","4",1,0
"AR",1993,"Argentina","1","0","0","0","0","1","0","1",1,0
"AR",1994,"Argentina","1","0","0","1","0","0","0","1",2,0
"AR",1995,"Argentina","1","0","0","0","0","0","1","1",2,1
"AR",1996,"Argentina","1","0","0","0","0","0","1","1",1,0
"AR",1997,"Argentina","1","0","0","0","0","0","0","0",1,0
"AR",1998,"Argentina","1","0","0","1","0","0","0","1",1,0
"AR",1999,"Argentina","1","0","0","0","0","0","0","0",1,0
"AR",2000,"Argentina","1","0","0","1","0","0","0","1",2,0
"AR",2001,"Argentina","1","0","0","1","1","1","1","4",2,1
"AR",2002,"Argentina","1","1","1","0","1","1","1","5",2,1
"AR",2003,"Argentina","1","0","0","0","1","1","1","3",1,1
"AR",2004,"Argentina","1","0","0","0","1","1","0","2",1,0
"AR",2005,"Argentina","1","0","0","0","1","1","0","2",1,0
"AR",2006,"Argentina","1","0","1","0","0","0","0","1",1,0
"AR",2007,"Argentina","1","0","1","1","1","0","0","3",1,0
"AR",2008,"Argentina","1","0","0","1","1","0","0","2",1,0
"AR",2009,"Argentina","1","0","0","0","1","0","0","1",1,0
"AR",2010,"Argentina","1","0","0","0","1","0","0","1",NA,0
"AR",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AT",1800,"Austria","1","1","0","0","0","0","0","1",1,NA
"AT",1801,"Austria","1","1","1","0","0","0","0","2",1,NA
"AT",1802,"Austria","1","0","0","0","0","1","0","1",1,NA
"AT",1803,"Austria","1","0","0","0","0","1","0","1",1,NA
"AT",1804,"Austria","1","1","0","0","0","1","0","2",1,NA
"AT",1805,"Austria","1","0","1","0","0","1","0","2",1,NA
"AT",1806,"Austria","1","0","0","0","0","1","0","1",1,NA
"AT",1807,"Austria","1","1","0","0","0","1","0","2",1,NA
"AT",1808,"Austria","1","1","0","0","0","1","0","2",1,NA
"AT",1809,"Austria","1","1","1","0","0","1","0","3",1,NA
"AT",1810,"Austria","1","1","0","0","0","1","0","2",1,NA
"AT",1811,"Austria","1","1","1","0","0","1","0","3",1,NA
"AT",1812,"Austria","1","1","0","0","0","1","0","2",1,NA
"AT",1813,"Austria","1","0","0","0","0","1","0","1",1,NA
"AT",1814,"Austria","1","0","1","0","0","1","0","2",1,NA
"AT",1815,"Austria","1","1","1","0","0","1","0","3",1,NA
"AT",1816,"Austria","1","1","1","0","0","1","0","3",1,NA
"AT",1817,"Austria","1","1","0","0","0","0","0","1",1,NA
"AT",1818,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1819,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1820,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1821,"Austria","1","0","1","0","0","0","0","1",1,NA
"AT",1822,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1823,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1824,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1825,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1826,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1827,"Austria","1","0","1","0","0","0","0","1",1,NA
"AT",1828,"Austria","1","0","1","0","0","0","0","1",1,NA
"AT",1829,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1830,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1831,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1832,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1833,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1834,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1835,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1836,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1837,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1838,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1839,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1840,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1841,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1842,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1843,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1844,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1845,"Austria","1","0","1","0","0","0","0","1",1,NA
"AT",1846,"Austria","1","0","1","0","0","0","0","1",1,NA
"AT",1847,"Austria","1","0","1","0","0","0","0","1",1,NA
"AT",1848,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1849,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1850,"Austria","1","1","0","0","0","0","0","1",1,NA
"AT",1851,"Austria","1","1","0","0","0","0","0","1",1,NA
"AT",1852,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1853,"Austria","1","1","0","0","0","0","0","1",1,NA
"AT",1854,"Austria","1","0","1","0","0","0","0","1",1,NA
"AT",1855,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1856,"Austria","1","1","0","0","0","0","0","1",1,NA
"AT",1857,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1858,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1859,"Austria","1","1","0","0","0","0","0","1",1,NA
"AT",1860,"Austria","1","1","1","0","0","0","0","2",1,NA
"AT",1861,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1862,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1863,"Austria","1","1","0","0","0","0","0","1",1,NA
"AT",1864,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1865,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1866,"Austria","1","1","1","0","0","0","0","2",1,NA
"AT",1867,"Austria","1","0","1","0","0","0","0","1",1,NA
"AT",1868,"Austria","1","0","0","0","0","1","0","1",1,NA
"AT",1869,"Austria","1","0","0","0","0","1","0","1",1,NA
"AT",1870,"Austria","1","0","1","0","0","1","0","2",1,NA
"AT",1871,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1872,"Austria","1","0","0","0","0","0","0","0",2,NA
"AT",1873,"Austria","1","0","0","0","0","0","1","1",1,NA
"AT",1874,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1875,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1876,"Austria","1","0","1","0","0","0","0","1",1,NA
"AT",1877,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1878,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1879,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1880,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1881,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1882,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1883,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1884,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1885,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1886,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1887,"Austria","1","0","0","0","0","0","0","0",1,NA
"AT",1888,"Austria","1","0","0","0","0","0","0","0",1,NA
